antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'HDMI Cable', 'Mouse', 'Monitor'})","frozenset({'Keyboard', 'USB Hub'})",0.144,0.172,0.088,0.6111111111111112,3.5529715762273906,1.0,0.063232,2.1291428571428574,0.8394222599830077,0.3859649122807018,0.5303274288781535,0.5613695090439277
"frozenset({'Laptop Bag', 'Keyboard', 'Laptop'})",frozenset({'USB Hub'}),0.084,0.284,0.084,1.0,3.5211267605633805,1.0,0.060144,inf,0.7816593886462881,0.295774647887324,1.0,0.647887323943662
"frozenset({'Laptop Bag', 'Keyboard', 'Mouse'})",frozenset({'USB Hub'}),0.084,0.284,0.084,1.0,3.5211267605633805,1.0,0.060144,inf,0.7816593886462881,0.295774647887324,1.0,0.647887323943662
"frozenset({'Laptop Bag', 'Keyboard'})",frozenset({'USB Hub'}),0.084,0.284,0.084,1.0,3.5211267605633805,1.0,0.060144,inf,0.7816593886462881,0.295774647887324,1.0,0.647887323943662
"frozenset({'Headphones', 'Webcam'})",frozenset({'USB Hub'}),0.088,0.284,0.088,1.0,3.5211267605633805,1.0,0.063008,inf,0.7850877192982456,0.30985915492957744,1.0,0.6549295774647887
"frozenset({'Laptop Bag', 'Keyboard', 'Laptop', 'Mouse'})",frozenset({'USB Hub'}),0.084,0.284,0.084,1.0,3.5211267605633805,1.0,0.060144,inf,0.7816593886462881,0.295774647887324,1.0,0.647887323943662
"frozenset({'HDMI Cable', 'Laptop', 'Mouse'})",frozenset({'Laptop Bag'}),0.152,0.18,0.096,0.6315789473684211,3.508771929824562,1.0,0.06864,2.2257142857142864,0.8431603773584907,0.40677966101694923,0.5507060333761233,0.5824561403508772
"frozenset({'HDMI Cable', 'Laptop'})","frozenset({'Laptop Bag', 'Mouse'})",0.152,0.18,0.096,0.6315789473684211,3.508771929824562,1.0,0.06864,2.2257142857142864,0.8431603773584907,0.40677966101694923,0.5507060333761233,0.5824561403508772
"frozenset({'HDMI Cable', 'Laptop'})",frozenset({'Laptop Bag'}),0.152,0.18,0.096,0.6315789473684211,3.508771929824562,1.0,0.06864,2.2257142857142864,0.8431603773584907,0.40677966101694923,0.5507060333761233,0.5824561403508772
frozenset({'Laptop Bag'}),"frozenset({'HDMI Cable', 'Laptop'})",0.18,0.152,0.096,0.5333333333333333,3.5087719298245617,1.0,0.06864,1.8171428571428572,0.8719512195121951,0.40677966101694923,0.4496855345911949,0.5824561403508772
frozenset({'Laptop Bag'}),"frozenset({'HDMI Cable', 'Laptop', 'Mouse'})",0.18,0.152,0.096,0.5333333333333333,3.5087719298245617,1.0,0.06864,1.8171428571428572,0.8719512195121951,0.40677966101694923,0.4496855345911949,0.5824561403508772
"frozenset({'Laptop Bag', 'Mouse'})","frozenset({'HDMI Cable', 'Laptop'})",0.18,0.152,0.096,0.5333333333333333,3.5087719298245617,1.0,0.06864,1.8171428571428572,0.8719512195121951,0.40677966101694923,0.4496855345911949,0.5824561403508772
"frozenset({'HDMI Cable', 'Keyboard'})","frozenset({'Mouse', 'USB Hub'})",0.144,0.18,0.088,0.6111111111111112,3.395061728395062,1.0,0.062079999999999996,2.108571428571429,0.8241291418861513,0.37288135593220345,0.5257452574525745,0.55
"frozenset({'HDMI Cable', 'Keyboard', 'Monitor'})","frozenset({'Mouse', 'USB Hub'})",0.144,0.18,0.088,0.6111111111111112,3.395061728395062,1.0,0.062079999999999996,2.108571428571429,0.8241291418861513,0.37288135593220345,0.5257452574525745,0.55
"frozenset({'HDMI Cable', 'Monitor'})","frozenset({'Mouse', 'USB Hub'})",0.144,0.18,0.088,0.6111111111111112,3.395061728395062,1.0,0.062079999999999996,2.108571428571429,0.8241291418861513,0.37288135593220345,0.5257452574525745,0.55
"frozenset({'Keyboard', 'Monitor'})","frozenset({'Mouse', 'USB Hub'})",0.144,0.18,0.088,0.6111111111111112,3.395061728395062,1.0,0.062079999999999996,2.108571428571429,0.8241291418861513,0.37288135593220345,0.5257452574525745,0.55
frozenset({'Monitor'}),"frozenset({'Mouse', 'USB Hub'})",0.144,0.18,0.088,0.6111111111111112,3.395061728395062,1.0,0.062079999999999996,2.108571428571429,0.8241291418861513,0.37288135593220345,0.5257452574525745,0.55
"frozenset({'Keyboard', 'Laptop', 'Mouse'})",frozenset({'Laptop Bag'}),0.14,0.18,0.084,0.6,3.3333333333333335,1.0,0.058800000000000005,2.05,0.8139534883720931,0.35593220338983056,0.5121951219512194,0.5333333333333333
"frozenset({'Keyboard', 'Laptop'})",frozenset({'Laptop Bag'}),0.14,0.18,0.084,0.6,3.3333333333333335,1.0,0.058800000000000005,2.05,0.8139534883720931,0.35593220338983056,0.5121951219512194,0.5333333333333333
"frozenset({'Keyboard', 'Laptop'})","frozenset({'Mouse', 'USB Hub'})",0.14,0.18,0.084,0.6,3.3333333333333335,1.0,0.058800000000000005,2.05,0.8139534883720931,0.35593220338983056,0.5121951219512194,0.5333333333333333
"frozenset({'Keyboard', 'Laptop'})","frozenset({'Laptop Bag', 'Mouse'})",0.14,0.18,0.084,0.6,3.3333333333333335,1.0,0.058800000000000005,2.05,0.8139534883720931,0.35593220338983056,0.5121951219512194,0.5333333333333333
"frozenset({'Headphones', 'Phone'})",frozenset({'Power Bank'}),0.028,0.216,0.02,0.7142857142857143,3.306878306878307,1.0,0.013951999999999999,2.744,0.7176954732510288,0.08928571428571429,0.6355685131195336,0.40343915343915343
"frozenset({'Screen Protector', 'Power Bank'})","frozenset({'Charger', 'Phone'})",0.104,0.304,0.104,1.0,3.2894736842105265,1.0,0.072384,inf,0.7767857142857143,0.34210526315789475,1.0,0.6710526315789473
"frozenset({'Phone Case', 'Screen Protector'})","frozenset({'Charger', 'Phone'})",0.104,0.304,0.104,1.0,3.2894736842105265,1.0,0.072384,inf,0.7767857142857143,0.34210526315789475,1.0,0.6710526315789473
frozenset({'Screen Protector'}),"frozenset({'Charger', 'Phone'})",0.104,0.304,0.104,1.0,3.2894736842105265,1.0,0.072384,inf,0.7767857142857143,0.34210526315789475,1.0,0.6710526315789473
frozenset({'Smartwatch'}),"frozenset({'Charger', 'Phone'})",0.108,0.304,0.108,1.0,3.2894736842105265,1.0,0.075168,inf,0.780269058295964,0.35526315789473684,1.0,0.6776315789473684
"frozenset({'Phone Case', 'Screen Protector', 'Power Bank'})","frozenset({'Charger', 'Phone'})",0.104,0.304,0.104,1.0,3.2894736842105265,1.0,0.072384,inf,0.7767857142857143,0.34210526315789475,1.0,0.6710526315789473
"frozenset({'Phone Case', 'Power Bank'})","frozenset({'Charger', 'Phone'})",0.104,0.304,0.104,1.0,3.2894736842105265,1.0,0.072384,inf,0.7767857142857143,0.34210526315789475,1.0,0.6710526315789473
"frozenset({'Headphones', 'Mouse'})",frozenset({'Laptop'}),0.028,0.236,0.02,0.7142857142857143,3.026634382566586,1.0,0.013392000000000001,2.6740000000000004,0.688888888888889,0.08196721311475409,0.6260284218399402,0.39951573849878935
frozenset({'Phone Case'}),"frozenset({'Charger', 'Phone'})",0.132,0.304,0.116,0.8787878787878788,2.890749601275917,1.0,0.075872,5.741999999999999,0.7535356745590338,0.3625,0.8258446534308604,0.63018341307815
frozenset({'Mouse'}),"frozenset({'Laptop Bag', 'Laptop'})",0.348,0.18,0.18,0.5172413793103449,2.873563218390805,1.0,0.11736,1.6985714285714288,1.0,0.5172413793103448,0.41126997476871324,0.7586206896551724
"frozenset({'HDMI Cable', 'Keyboard', 'Monitor', 'USB Hub'})",frozenset({'Mouse'}),0.088,0.348,0.088,1.0,2.873563218390805,1.0,0.057375999999999996,inf,0.7149122807017544,0.25287356321839083,1.0,0.6264367816091954
"frozenset({'Keyboard', 'USB Hub'})",frozenset({'Mouse'}),0.172,0.348,0.172,1.0,2.873563218390805,1.0,0.112144,inf,0.7874396135265701,0.4942528735632183,1.0,0.7471264367816092
"frozenset({'Keyboard', 'Laptop', 'Monitor'})",frozenset({'Mouse'}),0.056,0.348,0.056,1.0,2.873563218390805,1.0,0.036512,inf,0.690677966101695,0.16091954022988508,1.0,0.5804597701149425
frozenset({'HDMI Cable'}),frozenset({'Mouse'}),0.24,0.348,0.24,1.0,2.873563218390805,1.0,0.15648,inf,0.8578947368421053,0.6896551724137931,1.0,0.8448275862068966
frozenset({'Mouse'}),frozenset({'Laptop Bag'}),0.348,0.18,0.18,0.5172413793103449,2.873563218390805,1.0,0.11736,1.6985714285714288,1.0,0.5172413793103448,0.41126997476871324,0.7586206896551724
frozenset({'Laptop Bag'}),frozenset({'Mouse'}),0.18,0.348,0.18,1.0,2.873563218390805,1.0,0.11736,inf,0.7951219512195122,0.5172413793103448,1.0,0.7586206896551724
frozenset({'Keyboard'}),frozenset({'Mouse'}),0.228,0.348,0.228,1.0,2.873563218390805,1.0,0.148656,inf,0.844559585492228,0.6551724137931035,1.0,0.8275862068965518
frozenset({'Mouse'}),frozenset({'Keyboard'}),0.348,0.228,0.228,0.6551724137931035,2.873563218390805,1.0,0.148656,2.238800000000001,1.0,0.6551724137931035,0.553332142219046,0.8275862068965518
frozenset({'Mouse'}),frozenset({'Laptop'}),0.348,0.236,0.236,0.67816091954023,2.873563218390805,1.0,0.153872,2.3738571428571436,1.0,0.67816091954023,0.5787446590840706,0.8390804597701149
"frozenset({'Laptop Bag', 'Laptop'})",frozenset({'Mouse'}),0.18,0.348,0.18,1.0,2.873563218390805,1.0,0.11736,inf,0.7951219512195122,0.5172413793103448,1.0,0.7586206896551724
"frozenset({'Laptop', 'USB Hub'})",frozenset({'Mouse'}),0.088,0.348,0.088,1.0,2.873563218390805,1.0,0.057375999999999996,inf,0.7149122807017544,0.25287356321839083,1.0,0.6264367816091954
"frozenset({'Laptop Bag', 'Keyboard'})",frozenset({'Mouse'}),0.084,0.348,0.084,1.0,2.873563218390805,1.0,0.054768000000000004,inf,0.7117903930131004,0.24137931034482762,1.0,0.6206896551724138
frozenset({'Laptop'}),frozenset({'Mouse'}),0.236,0.348,0.236,1.0,2.873563218390805,1.0,0.153872,inf,0.8534031413612566,0.67816091954023,1.0,0.8390804597701149
"frozenset({'Keyboard', 'Laptop', 'USB Hub'})",frozenset({'Mouse'}),0.084,0.348,0.084,1.0,2.873563218390805,1.0,0.054768000000000004,inf,0.7117903930131004,0.24137931034482762,1.0,0.6206896551724138
"frozenset({'Laptop Bag', 'Keyboard', 'Laptop'})",frozenset({'Mouse'}),0.084,0.348,0.084,1.0,2.873563218390805,1.0,0.054768000000000004,inf,0.7117903930131004,0.24137931034482762,1.0,0.6206896551724138
"frozenset({'Laptop Bag', 'Keyboard', 'Laptop', 'USB Hub'})",frozenset({'Mouse'}),0.084,0.348,0.084,1.0,2.873563218390805,1.0,0.054768000000000004,inf,0.7117903930131004,0.24137931034482762,1.0,0.6206896551724138
"frozenset({'Laptop Bag', 'Keyboard', 'USB Hub'})",frozenset({'Mouse'}),0.084,0.348,0.084,1.0,2.873563218390805,1.0,0.054768000000000004,inf,0.7117903930131004,0.24137931034482762,1.0,0.6206896551724138
"frozenset({'HDMI Cable', 'Laptop'})",frozenset({'Mouse'}),0.152,0.348,0.152,1.0,2.873563218390805,1.0,0.099104,inf,0.768867924528302,0.4367816091954023,1.0,0.7183908045977012
"frozenset({'Laptop Bag', 'USB Hub'})",frozenset({'Mouse'}),0.088,0.348,0.088,1.0,2.873563218390805,1.0,0.057375999999999996,inf,0.7149122807017544,0.25287356321839083,1.0,0.6264367816091954
"frozenset({'Monitor', 'USB Hub'})",frozenset({'Mouse'}),0.088,0.348,0.088,1.0,2.873563218390805,1.0,0.057375999999999996,inf,0.7149122807017544,0.25287356321839083,1.0,0.6264367816091954
"frozenset({'HDMI Cable', 'Keyboard', 'Monitor'})",frozenset({'Mouse'}),0.144,0.348,0.144,1.0,2.873563218390805,1.0,0.093888,inf,0.7616822429906543,0.41379310344827586,1.0,0.7068965517241379
"frozenset({'Keyboard', 'Monitor', 'USB Hub'})",frozenset({'Mouse'}),0.088,0.348,0.088,1.0,2.873563218390805,1.0,0.057375999999999996,inf,0.7149122807017544,0.25287356321839083,1.0,0.6264367816091954
"frozenset({'HDMI Cable', 'Keyboard', 'Laptop', 'Monitor'})",frozenset({'Mouse'}),0.056,0.348,0.056,1.0,2.873563218390805,1.0,0.036512,inf,0.690677966101695,0.16091954022988508,1.0,0.5804597701149425
"frozenset({'HDMI Cable', 'Keyboard', 'USB Hub'})",frozenset({'Mouse'}),0.088,0.348,0.088,1.0,2.873563218390805,1.0,0.057375999999999996,inf,0.7149122807017544,0.25287356321839083,1.0,0.6264367816091954
"frozenset({'Laptop Bag', 'Laptop', 'USB Hub'})",frozenset({'Mouse'}),0.088,0.348,0.088,1.0,2.873563218390805,1.0,0.057375999999999996,inf,0.7149122807017544,0.25287356321839083,1.0,0.6264367816091954
"frozenset({'HDMI Cable', 'Laptop Bag'})",frozenset({'Mouse'}),0.096,0.348,0.096,1.0,2.873563218390805,1.0,0.06259200000000001,inf,0.7212389380530975,0.2758620689655173,1.0,0.6379310344827587
"frozenset({'Notebook', 'HDMI Cable'})",frozenset({'Mouse'}),0.02,0.348,0.02,1.0,2.873563218390805,1.0,0.01304,inf,0.6653061224489796,0.0574712643678161,1.0,0.5287356321839081
"frozenset({'Headphones', 'Laptop'})",frozenset({'Mouse'}),0.02,0.348,0.02,1.0,2.873563218390805,1.0,0.01304,inf,0.6653061224489796,0.0574712643678161,1.0,0.5287356321839081
"frozenset({'Headphones', 'Laptop Bag'})",frozenset({'Mouse'}),0.02,0.348,0.02,1.0,2.873563218390805,1.0,0.01304,inf,0.6653061224489796,0.0574712643678161,1.0,0.5287356321839081
"frozenset({'HDMI Cable', 'Laptop', 'Monitor'})",frozenset({'Mouse'}),0.056,0.348,0.056,1.0,2.873563218390805,1.0,0.036512,inf,0.690677966101695,0.16091954022988508,1.0,0.5804597701149425
"frozenset({'Laptop', 'Monitor'})",frozenset({'Mouse'}),0.056,0.348,0.056,1.0,2.873563218390805,1.0,0.036512,inf,0.690677966101695,0.16091954022988508,1.0,0.5804597701149425
"frozenset({'HDMI Cable', 'Keyboard', 'Laptop'})",frozenset({'Mouse'}),0.056,0.348,0.056,1.0,2.873563218390805,1.0,0.036512,inf,0.690677966101695,0.16091954022988508,1.0,0.5804597701149425
"frozenset({'Headphones', 'Laptop Bag', 'Laptop'})",frozenset({'Mouse'}),0.02,0.348,0.02,1.0,2.873563218390805,1.0,0.01304,inf,0.6653061224489796,0.0574712643678161,1.0,0.5287356321839081
"frozenset({'HDMI Cable', 'Laptop Bag', 'Laptop'})",frozenset({'Mouse'}),0.096,0.348,0.096,1.0,2.873563218390805,1.0,0.06259200000000001,inf,0.7212389380530975,0.2758620689655173,1.0,0.6379310344827587
frozenset({'Monitor'}),frozenset({'Mouse'}),0.144,0.348,0.144,1.0,2.873563218390805,1.0,0.093888,inf,0.7616822429906543,0.41379310344827586,1.0,0.7068965517241379
"frozenset({'HDMI Cable', 'Keyboard'})",frozenset({'Mouse'}),0.144,0.348,0.144,1.0,2.873563218390805,1.0,0.093888,inf,0.7616822429906543,0.41379310344827586,1.0,0.7068965517241379
"frozenset({'HDMI Cable', 'USB Hub'})",frozenset({'Mouse'}),0.092,0.348,0.092,1.0,2.873563218390805,1.0,0.059984,inf,0.7180616740088106,0.26436781609195403,1.0,0.632183908045977
"frozenset({'Keyboard', 'Laptop'})",frozenset({'Mouse'}),0.14,0.348,0.14,1.0,2.873563218390805,1.0,0.09128000000000001,inf,0.758139534883721,0.4022988505747127,1.0,0.7011494252873564
"frozenset({'Keyboard', 'Monitor'})",frozenset({'Mouse'}),0.144,0.348,0.144,1.0,2.873563218390805,1.0,0.093888,inf,0.7616822429906543,0.41379310344827586,1.0,0.7068965517241379
"frozenset({'HDMI Cable', 'Monitor'})",frozenset({'Mouse'}),0.144,0.348,0.144,1.0,2.873563218390805,1.0,0.093888,inf,0.7616822429906543,0.41379310344827586,1.0,0.7068965517241379
"frozenset({'HDMI Cable', 'Monitor', 'USB Hub'})",frozenset({'Mouse'}),0.088,0.348,0.088,1.0,2.873563218390805,1.0,0.057375999999999996,inf,0.7149122807017544,0.25287356321839083,1.0,0.6264367816091954
frozenset({'Mouse'}),frozenset({'HDMI Cable'}),0.348,0.24,0.24,0.6896551724137931,2.873563218390805,1.0,0.15648,2.4488888888888893,1.0,0.6896551724137931,0.5916515426497279,0.8448275862068966
"frozenset({'Phone Case', 'Charger', 'Power Bank'})",frozenset({'Phone'}),0.104,0.372,0.104,1.0,2.6881720430107525,1.0,0.065312,inf,0.7008928571428571,0.27956989247311825,1.0,0.6397849462365591
"frozenset({'Screen Protector', 'Phone Case', 'Charger'})",frozenset({'Phone'}),0.104,0.372,0.104,1.0,2.6881720430107525,1.0,0.065312,inf,0.7008928571428571,0.27956989247311825,1.0,0.6397849462365591
"frozenset({'Phone Case', 'Screen Protector', 'Power Bank'})",frozenset({'Phone'}),0.104,0.372,0.104,1.0,2.6881720430107525,1.0,0.065312,inf,0.7008928571428571,0.27956989247311825,1.0,0.6397849462365591
"frozenset({'Phone Case', 'Charger'})",frozenset({'Phone'}),0.116,0.372,0.116,1.0,2.6881720430107525,1.0,0.072848,inf,0.7104072398190044,0.3118279569892473,1.0,0.6559139784946236
"frozenset({'Notebook', 'Charger'})",frozenset({'Phone'}),0.02,0.372,0.02,1.0,2.6881720430107525,1.0,0.01256,inf,0.6408163265306123,0.053763440860215055,1.0,0.5268817204301075
"frozenset({'Charger', 'Screen Protector', 'Phone Case', 'Power Bank'})",frozenset({'Phone'}),0.104,0.372,0.104,1.0,2.6881720430107525,1.0,0.065312,inf,0.7008928571428571,0.27956989247311825,1.0,0.6397849462365591
"frozenset({'Phone Case', 'Screen Protector'})",frozenset({'Phone'}),0.104,0.372,0.104,1.0,2.6881720430107525,1.0,0.065312,inf,0.7008928571428571,0.27956989247311825,1.0,0.6397849462365591
"frozenset({'Charger', 'Screen Protector'})",frozenset({'Phone'}),0.104,0.372,0.104,1.0,2.6881720430107525,1.0,0.065312,inf,0.7008928571428571,0.27956989247311825,1.0,0.6397849462365591
"frozenset({'Charger', 'Screen Protector', 'Power Bank'})",frozenset({'Phone'}),0.104,0.372,0.104,1.0,2.6881720430107525,1.0,0.065312,inf,0.7008928571428571,0.27956989247311825,1.0,0.6397849462365591
frozenset({'Screen Protector'}),frozenset({'Phone'}),0.104,0.372,0.104,1.0,2.6881720430107525,1.0,0.065312,inf,0.7008928571428571,0.27956989247311825,1.0,0.6397849462365591
"frozenset({'Screen Protector', 'Power Bank'})",frozenset({'Phone'}),0.104,0.372,0.104,1.0,2.6881720430107525,1.0,0.065312,inf,0.7008928571428571,0.27956989247311825,1.0,0.6397849462365591
"frozenset({'Phone Case', 'Power Bank'})",frozenset({'Phone'}),0.104,0.372,0.104,1.0,2.6881720430107525,1.0,0.065312,inf,0.7008928571428571,0.27956989247311825,1.0,0.6397849462365591
frozenset({'Smartwatch'}),frozenset({'Phone'}),0.108,0.372,0.108,1.0,2.6881720430107525,1.0,0.067824,inf,0.7040358744394618,0.2903225806451613,1.0,0.6451612903225806
"frozenset({'Charger', 'Smartwatch'})",frozenset({'Phone'}),0.108,0.372,0.108,1.0,2.6881720430107525,1.0,0.067824,inf,0.7040358744394618,0.2903225806451613,1.0,0.6451612903225806
frozenset({'Laptop'}),"frozenset({'HDMI Cable', 'Mouse'})",0.236,0.24,0.152,0.6440677966101696,2.68361581920904,1.0,0.09536,2.135238095238096,0.8211628547809314,0.46913580246913583,0.5316681534344336,0.6387005649717514
"frozenset({'Laptop', 'Mouse'})",frozenset({'HDMI Cable'}),0.236,0.24,0.152,0.6440677966101696,2.68361581920904,1.0,0.09536,2.135238095238096,0.8211628547809314,0.46913580246913583,0.5316681534344336,0.6387005649717514
frozenset({'Laptop'}),frozenset({'HDMI Cable'}),0.236,0.24,0.152,0.6440677966101696,2.68361581920904,1.0,0.09536,2.135238095238096,0.8211628547809314,0.46913580246913583,0.5316681534344336,0.6387005649717514
"frozenset({'HDMI Cable', 'Mouse'})",frozenset({'Laptop'}),0.24,0.236,0.152,0.6333333333333333,2.6836158192090394,1.0,0.09536,2.0836363636363635,0.8254847645429363,0.46913580246913583,0.5200698080279231,0.6387005649717514
frozenset({'HDMI Cable'}),"frozenset({'Laptop', 'Mouse'})",0.24,0.236,0.152,0.6333333333333333,2.6836158192090394,1.0,0.09536,2.0836363636363635,0.8254847645429363,0.46913580246913583,0.5200698080279231,0.6387005649717514
frozenset({'HDMI Cable'}),frozenset({'Laptop'}),0.24,0.236,0.152,0.6333333333333333,2.6836158192090394,1.0,0.09536,2.0836363636363635,0.8254847645429363,0.46913580246913583,0.5200698080279231,0.6387005649717514
"frozenset({'Keyboard', 'Mouse'})",frozenset({'USB Hub'}),0.228,0.284,0.172,0.7543859649122806,2.656288608846059,1.0,0.107248,2.9151428571428557,0.8076876732136402,0.5058823529411763,0.6569636381456434,0.6800098838645909
frozenset({'Keyboard'}),frozenset({'USB Hub'}),0.228,0.284,0.172,0.7543859649122806,2.656288608846059,1.0,0.107248,2.9151428571428557,0.8076876732136402,0.5058823529411763,0.6569636381456434,0.6800098838645909
frozenset({'USB Hub'}),"frozenset({'Keyboard', 'Mouse'})",0.284,0.228,0.172,0.6056338028169014,2.6562886088460584,1.0,0.107248,1.9575714285714285,0.8708587761465507,0.5058823529411763,0.48916295701671164,0.6800098838645909
frozenset({'USB Hub'}),frozenset({'Keyboard'}),0.284,0.228,0.172,0.6056338028169014,2.6562886088460584,1.0,0.107248,1.9575714285714285,0.8708587761465507,0.5058823529411763,0.48916295701671164,0.6800098838645909
frozenset({'HDMI Cable'}),frozenset({'Keyboard'}),0.24,0.228,0.144,0.6,2.631578947368421,1.0,0.08928,1.93,0.8157894736842105,0.4444444444444445,0.48186528497409326,0.6157894736842104
frozenset({'Keyboard'}),"frozenset({'HDMI Cable', 'Mouse'})",0.228,0.24,0.144,0.631578947368421,2.631578947368421,1.0,0.08928,2.0628571428571427,0.8031088082901555,0.4444444444444445,0.5152354570637119,0.6157894736842104
frozenset({'HDMI Cable'}),"frozenset({'Keyboard', 'Mouse'})",0.24,0.228,0.144,0.6,2.631578947368421,1.0,0.08928,1.93,0.8157894736842105,0.4444444444444445,0.48186528497409326,0.6157894736842104
"frozenset({'HDMI Cable', 'Mouse'})",frozenset({'Keyboard'}),0.24,0.228,0.144,0.6,2.631578947368421,1.0,0.08928,1.93,0.8157894736842105,0.4444444444444445,0.48186528497409326,0.6157894736842104
frozenset({'Keyboard'}),frozenset({'HDMI Cable'}),0.228,0.24,0.144,0.631578947368421,2.631578947368421,1.0,0.08928,2.0628571428571427,0.8031088082901555,0.4444444444444445,0.5152354570637119,0.6157894736842104
"frozenset({'Keyboard', 'Mouse'})",frozenset({'HDMI Cable'}),0.228,0.24,0.144,0.631578947368421,2.631578947368421,1.0,0.08928,2.0628571428571427,0.8031088082901555,0.4444444444444445,0.5152354570637119,0.6157894736842104
frozenset({'Earphones'}),frozenset({'Power Bank'}),0.148,0.216,0.084,0.5675675675675677,2.627627627627628,1.0,0.05203200000000001,1.8130000000000004,0.7270288397048961,0.30000000000000004,0.4484280198565914,0.4782282282282283
"frozenset({'Keyboard', 'Mouse'})",frozenset({'Laptop'}),0.228,0.236,0.14,0.6140350877192983,2.601843592030925,1.0,0.08619200000000002,1.9794545454545456,0.7974833456698742,0.43209876543209885,0.4948103242399192,0.6036277133511746
frozenset({'Keyboard'}),frozenset({'Laptop'}),0.228,0.236,0.14,0.6140350877192983,2.601843592030925,1.0,0.08619200000000002,1.9794545454545456,0.7974833456698742,0.43209876543209885,0.4948103242399192,0.6036277133511746
frozenset({'Keyboard'}),"frozenset({'Laptop', 'Mouse'})",0.228,0.236,0.14,0.6140350877192983,2.601843592030925,1.0,0.08619200000000002,1.9794545454545456,0.7974833456698742,0.43209876543209885,0.4948103242399192,0.6036277133511746
"frozenset({'Laptop', 'Mouse'})",frozenset({'Keyboard'}),0.236,0.228,0.14,0.5932203389830509,2.601843592030925,1.0,0.08619200000000002,1.8978333333333337,0.805833956619297,0.43209876543209885,0.4730833406516204,0.6036277133511746
frozenset({'Laptop'}),"frozenset({'Keyboard', 'Mouse'})",0.236,0.228,0.14,0.5932203389830509,2.601843592030925,1.0,0.08619200000000002,1.8978333333333337,0.805833956619297,0.43209876543209885,0.4730833406516204,0.6036277133511746
frozenset({'Laptop'}),frozenset({'Keyboard'}),0.236,0.228,0.14,0.5932203389830509,2.601843592030925,1.0,0.08619200000000002,1.8978333333333337,0.805833956619297,0.43209876543209885,0.4730833406516204,0.6036277133511746
"frozenset({'Phone Case', 'Power Bank', 'Phone'})",frozenset({'Charger'}),0.104,0.388,0.104,1.0,2.5773195876288657,1.0,0.063648,inf,0.6830357142857142,0.26804123711340205,1.0,0.634020618556701
"frozenset({'Phone Case', 'Power Bank'})",frozenset({'Charger'}),0.104,0.388,0.104,1.0,2.5773195876288657,1.0,0.063648,inf,0.6830357142857142,0.26804123711340205,1.0,0.634020618556701
"frozenset({'Screen Protector', 'Phone'})",frozenset({'Charger'}),0.104,0.388,0.104,1.0,2.5773195876288657,1.0,0.063648,inf,0.6830357142857142,0.26804123711340205,1.0,0.634020618556701
"frozenset({'Phone Case', 'Screen Protector'})",frozenset({'Charger'}),0.104,0.388,0.104,1.0,2.5773195876288657,1.0,0.063648,inf,0.6830357142857142,0.26804123711340205,1.0,0.634020618556701
"frozenset({'Screen Protector', 'Power Bank'})",frozenset({'Charger'}),0.104,0.388,0.104,1.0,2.5773195876288657,1.0,0.063648,inf,0.6830357142857142,0.26804123711340205,1.0,0.634020618556701
"frozenset({'Smartwatch', 'Phone'})",frozenset({'Charger'}),0.108,0.388,0.108,1.0,2.5773195876288657,1.0,0.06609599999999999,inf,0.68609865470852,0.27835051546391754,1.0,0.6391752577319587
frozenset({'Screen Protector'}),frozenset({'Charger'}),0.104,0.388,0.104,1.0,2.5773195876288657,1.0,0.063648,inf,0.6830357142857142,0.26804123711340205,1.0,0.634020618556701
"frozenset({'Screen Protector', 'Power Bank', 'Phone'})",frozenset({'Charger'}),0.104,0.388,0.104,1.0,2.5773195876288657,1.0,0.063648,inf,0.6830357142857142,0.26804123711340205,1.0,0.634020618556701
"frozenset({'Screen Protector', 'Phone Case', 'Phone', 'Power Bank'})",frozenset({'Charger'}),0.104,0.388,0.104,1.0,2.5773195876288657,1.0,0.063648,inf,0.6830357142857142,0.26804123711340205,1.0,0.634020618556701
"frozenset({'Phone Case', 'Screen Protector', 'Power Bank'})",frozenset({'Charger'}),0.104,0.388,0.104,1.0,2.5773195876288657,1.0,0.063648,inf,0.6830357142857142,0.26804123711340205,1.0,0.634020618556701
"frozenset({'Phone Case', 'Screen Protector', 'Phone'})",frozenset({'Charger'}),0.104,0.388,0.104,1.0,2.5773195876288657,1.0,0.063648,inf,0.6830357142857142,0.26804123711340205,1.0,0.634020618556701
frozenset({'Tablet'}),frozenset({'Charger'}),0.076,0.388,0.076,1.0,2.5773195876288657,1.0,0.046512,inf,0.6623376623376623,0.1958762886597938,1.0,0.5979381443298969
frozenset({'Tablet Cover'}),frozenset({'Charger'}),0.076,0.388,0.076,1.0,2.5773195876288657,1.0,0.046512,inf,0.6623376623376623,0.1958762886597938,1.0,0.5979381443298969
"frozenset({'Tablet', 'Tablet Cover'})",frozenset({'Charger'}),0.076,0.388,0.076,1.0,2.5773195876288657,1.0,0.046512,inf,0.6623376623376623,0.1958762886597938,1.0,0.5979381443298969
"frozenset({'Phone Case', 'Phone'})",frozenset({'Charger'}),0.116,0.388,0.116,1.0,2.5773195876288657,1.0,0.070992,inf,0.6923076923076922,0.29896907216494845,1.0,0.6494845360824743
